Date,Open,High,Low,Close,Adj Close,Volume
2018-11-09,3430.000000,3430.000000,3330.000000,3340.000000,2768.172119,115086300
2018-11-12,3320.000000,3360.000000,3280.000000,3280.000000,2718.444092,77097900
2018-11-13,3280.000000,3360.000000,3230.000000,3350.000000,2776.459961,101884200
2018-11-14,3350.000000,3420.000000,3350.000000,3350.000000,2776.459961,113793200
2018-11-15,3370.000000,3420.000000,3330.000000,3410.000000,2826.187256,106887100
2018-11-16,3430.000000,3550.000000,3420.000000,3490.000000,2892.491211,173768700
2018-11-19,3540.000000,3540.000000,3450.000000,3520.000000,2917.354736,78672100
2018-11-20,3520.000000,3520.000000,3520.000000,3520.000000,2917.354736,0
2018-11-21,3420.000000,3470.000000,3350.000000,3430.000000,2842.763428,138069100
2018-11-22,3430.000000,3550.000000,3430.000000,3550.000000,2942.218750,118307300
2018-11-23,3530.000000,3580.000000,3470.000000,3480.000000,2884.202881,77910800
2018-11-26,3450.000000,3550.000000,3450.000000,3540.000000,2933.930908,82014400
2018-11-27,3480.000000,3620.000000,3480.000000,3600.000000,2983.658203,172878800
2018-11-28,3650.000000,3660.000000,3580.000000,3650.000000,3025.097900,96069700
2018-11-29,3700.000000,3760.000000,3680.000000,3710.000000,3074.825684,138182700
2018-11-30,3660.000000,3690.000000,3610.000000,3620.000000,3000.234131,211886100
2018-12-03,3720.000000,3780.000000,3690.000000,3690.000000,3058.250000,136737400
2018-12-04,3690.000000,3750.000000,3680.000000,3710.000000,3074.825684,134411900
2018-12-05,3640.000000,3680.000000,3610.000000,3650.000000,3025.097900,140136800
2018-12-06,3640.000000,3680.000000,3610.000000,3650.000000,3025.097900,108827300
2018-12-07,3640.000000,3660.000000,3610.000000,3620.000000,3000.234131,111239100
2018-12-10,3610.000000,3630.000000,3570.000000,3610.000000,2991.946289,93075400
2018-12-11,3610.000000,3630.000000,3580.000000,3620.000000,3000.234131,112667200
2018-12-12,3620.000000,3640.000000,3590.000000,3620.000000,3000.234131,88520300
2018-12-13,3690.000000,3690.000000,3650.000000,3680.000000,3049.961914,106283800
2018-12-14,3670.000000,3690.000000,3640.000000,3680.000000,3049.961914,122909500
2018-12-17,3650.000000,3680.000000,3600.000000,3600.000000,2983.658203,124669800
2018-12-18,3550.000000,3640.000000,3550.000000,3630.000000,3008.522217,118738900
2018-12-19,3600.000000,3670.000000,3600.000000,3670.000000,3041.673828,133097500
2018-12-20,3610.000000,3660.000000,3610.000000,3650.000000,3025.097900,67329000
2018-12-21,3610.000000,3630.000000,3600.000000,3620.000000,3000.234131,174467000
2018-12-24,3620.000000,3620.000000,3620.000000,3620.000000,3000.234131,0
2018-12-25,3620.000000,3620.000000,3620.000000,3620.000000,3000.234131,0
2018-12-26,3550.000000,3630.000000,3520.000000,3600.000000,2983.658203,83406800
2018-12-27,3650.000000,3670.000000,3620.000000,3660.000000,3033.385986,71717800
2018-12-28,3680.000000,3680.000000,3650.000000,3660.000000,3033.385986,122945700
2018-12-31,3660.000000,3660.000000,3660.000000,3660.000000,3033.385986,0
2019-01-01,3660.000000,3660.000000,3660.000000,3660.000000,3033.385986,0
2019-01-02,3610.000000,3640.000000,3590.000000,3610.000000,2991.946289,74945100
2019-01-03,3580.000000,3640.000000,3580.000000,3620.000000,3000.234131,93458300
2019-01-04,3620.000000,3660.000000,3610.000000,3660.000000,3033.385986,114459600
2019-01-07,3700.000000,3710.000000,3660.000000,3660.000000,3033.385986,74641100
2019-01-08,3660.000000,3680.000000,3630.000000,3680.000000,3049.961914,81361900
2019-01-09,3710.000000,3740.000000,3690.000000,3720.000000,3083.113525,119390300
2019-01-10,3740.000000,3750.000000,3710.000000,3750.000000,3107.977539,141926800
2019-01-11,3760.000000,3770.000000,3700.000000,3730.000000,3091.401611,107861300
2019-01-14,3730.000000,3790.000000,3730.000000,3790.000000,3141.129150,115067500
2019-01-15,3770.000000,3790.000000,3740.000000,3780.000000,3132.841309,140860200
2019-01-16,3790.000000,3800.000000,3760.000000,3780.000000,3132.841309,103772600
2019-01-17,3790.000000,3840.000000,3780.000000,3810.000000,3157.705078,119859400
2019-01-18,3850.000000,3850.000000,3790.000000,3820.000000,3165.992920,96096600
2019-01-21,3800.000000,3830.000000,3800.000000,3800.000000,3149.416992,80926000
2019-01-22,3770.000000,3790.000000,3740.000000,3770.000000,3124.553467,119687600
2019-01-23,3760.000000,3810.000000,3730.000000,3770.000000,3124.553467,163458700
2019-01-24,3750.000000,3810.000000,3750.000000,3790.000000,3141.129150,176166500
2019-01-25,3820.000000,3820.000000,3780.000000,3780.000000,3132.841309,127141300
2019-01-28,3750.000000,3790.000000,3750.000000,3780.000000,3132.841309,93581100
2019-01-29,3780.000000,3820.000000,3650.000000,3690.000000,3058.250000,187613500
2019-01-30,3700.000000,3760.000000,3700.000000,3750.000000,3107.977539,144747500
2019-01-31,3800.000000,3870.000000,3800.000000,3850.000000,3190.856689,252448500
2019-02-01,3880.000000,3930.000000,3870.000000,3920.000000,3248.872559,140105900
2019-02-04,3950.000000,3950.000000,3890.000000,3900.000000,3232.296631,75955600
2019-02-05,3900.000000,3900.000000,3900.000000,3900.000000,3232.296631,0
2019-02-06,3920.000000,3940.000000,3910.000000,3920.000000,3248.872559,78073900
2019-02-07,3930.000000,3930.000000,3890.000000,3930.000000,3257.160156,82938300
2019-02-08,3860.000000,3910.000000,3850.000000,3890.000000,3224.008301,78473000
2019-02-11,3890.000000,3920.000000,3860.000000,3870.000000,3207.432617,55587600
2019-02-12,3900.000000,3900.000000,3820.000000,3850.000000,3190.856689,94961400
2019-02-13,3890.000000,3890.000000,3780.000000,3790.000000,3141.129150,108181100
2019-02-14,3820.000000,3850.000000,3750.000000,3800.000000,3149.416992,119542400
2019-02-15,3840.000000,3840.000000,3750.000000,3770.000000,3124.553467,87738200
2019-02-18,3790.000000,3860.000000,3790.000000,3840.000000,3182.568848,93662400
2019-02-19,3900.000000,4000.000000,3880.000000,3910.000000,3240.584717,139946000
2019-02-20,3910.000000,3940.000000,3860.000000,3890.000000,3224.008301,124066500
2019-02-21,3830.000000,3940.000000,3830.000000,3910.000000,3240.584717,114540900
2019-02-22,3860.000000,3910.000000,3860.000000,3900.000000,3232.296631,81700600
2019-02-25,3940.000000,3970.000000,3900.000000,3960.000000,3282.024170,106730500
2019-02-26,3960.000000,3970.000000,3910.000000,3940.000000,3265.448242,61418800
2019-02-27,3910.000000,3920.000000,3850.000000,3870.000000,3207.432617,88062100
2019-02-28,3850.000000,3870.000000,3840.000000,3850.000000,3190.856689,106492300
2019-03-01,3870.000000,3890.000000,3860.000000,3870.000000,3207.432617,71431900
2019-03-04,3900.000000,3920.000000,3880.000000,3880.000000,3215.720459,57026900
2019-03-05,3900.000000,3900.000000,3860.000000,3860.000000,3199.145020,70615700
2019-03-06,3890.000000,3920.000000,3860.000000,3900.000000,3232.296631,56508700
2019-03-07,3900.000000,3900.000000,3900.000000,3900.000000,3232.296631,0
2019-03-08,3820.000000,3880.000000,3810.000000,3850.000000,3190.856689,129784700
2019-03-11,3900.000000,3900.000000,3830.000000,3860.000000,3199.145020,46743400
2019-03-12,3880.000000,3890.000000,3810.000000,3840.000000,3182.568848,63500100
2019-03-13,3800.000000,3810.000000,3780.000000,3790.000000,3141.129150,46756100
2019-03-14,3780.000000,3850.000000,3780.000000,3840.000000,3182.568848,90157600
2019-03-15,3900.000000,3950.000000,3890.000000,3950.000000,3273.736328,97150400
2019-03-18,3990.000000,4030.000000,3980.000000,4000.000000,3315.176025,92904100
2019-03-19,4040.000000,4050.000000,3970.000000,3980.000000,3298.600098,57945500
2019-03-20,3960.000000,4010.000000,3960.000000,3990.000000,3306.887939,85969100
2019-03-21,4010.000000,4040.000000,3970.000000,3990.000000,3306.887939,110206700
2019-03-22,4030.000000,4070.000000,4000.000000,4050.000000,3356.615723,94636900
2019-03-25,4030.000000,4040.000000,3990.000000,4010.000000,3323.463623,82166300
2019-03-26,4050.000000,4080.000000,4010.000000,4060.000000,3364.903564,68612800
2019-03-27,4080.000000,4080.000000,4040.000000,4050.000000,3356.615723,51063000
2019-03-28,4070.000000,4080.000000,4030.000000,4070.000000,3373.191650,61147700
2019-03-29,4050.000000,4140.000000,4050.000000,4110.000000,3406.343018,64740600
2019-04-01,4140.000000,4160.000000,4130.000000,4150.000000,3439.495117,66844600
2019-04-02,4170.000000,4170.000000,4130.000000,4150.000000,3439.495117,44403800
2019-04-03,4150.000000,4150.000000,4150.000000,4150.000000,3439.495117,0
2019-04-04,4180.000000,4280.000000,4140.000000,4220.000000,3497.510498,63002400
2019-04-05,4260.000000,4290.000000,4250.000000,4270.000000,3538.950195,49127500
2019-04-08,4290.000000,4290.000000,4210.000000,4250.000000,3522.374512,75453200
2019-04-09,4280.000000,4350.000000,4260.000000,4300.000000,3563.813721,73325100
2019-04-10,4300.000000,4320.000000,4260.000000,4310.000000,3572.102051,106216900
2019-04-11,4300.000000,4320.000000,4280.000000,4300.000000,3563.813721,171468700
2019-04-12,4300.000000,4320.000000,4280.000000,4310.000000,3572.102051,76584700
2019-04-15,4350.000000,4360.000000,4310.000000,4350.000000,3605.253662,64160400
2019-04-16,4330.000000,4360.000000,4320.000000,4340.000000,3596.966064,90837700
2019-04-17,4340.000000,4340.000000,4340.000000,4340.000000,3596.966064,0
2019-04-18,4450.000000,4730.000000,4380.000000,4460.000000,3696.421143,182035000
2019-04-19,4460.000000,4460.000000,4460.000000,4460.000000,3696.421143,0
2019-04-22,4460.000000,4460.000000,4410.000000,4440.000000,3679.844971,101963500
2019-04-23,4410.000000,4450.000000,4410.000000,4430.000000,3671.557617,54840800
2019-04-24,4410.000000,4430.000000,4400.000000,4400.000000,3646.693359,172810100
2019-04-25,4380.000000,4390.000000,4260.000000,4330.000000,3588.677734,184463200
2019-04-26,4240.000000,4360.000000,4210.000000,4330.000000,3588.677734,132874000
2019-04-29,4290.000000,4350.000000,4280.000000,4340.000000,3596.966064,76916700
2019-04-30,4390.000000,4410.000000,4340.000000,4370.000000,3621.829346,127804000
2019-05-01,4370.000000,4370.000000,4370.000000,4370.000000,3621.829346,0
2019-05-02,4420.000000,4420.000000,4340.000000,4370.000000,3621.829346,126901700
2019-05-03,4330.000000,4400.000000,4310.000000,4380.000000,3630.117920,109485100
2019-05-06,4300.000000,4300.000000,4190.000000,4230.000000,3505.798584,143009800
2019-05-07,4210.000000,4280.000000,4210.000000,4250.000000,3522.374512,112789100
2019-05-08,4250.000000,4250.000000,4180.000000,4220.000000,3497.510498,120152500
2019-05-09,4140.000000,4160.000000,4120.000000,4120.000000,3414.631592,163340000
2019-05-10,4100.000000,4160.000000,4090.000000,4120.000000,3414.631592,120282900
2019-05-13,4130.000000,4140.000000,4100.000000,4100.000000,3398.055176,71877200
2019-05-14,4000.000000,4090.000000,3970.000000,4050.000000,3356.615723,115090400
2019-05-15,4050.000000,4060.000000,3890.000000,3890.000000,3224.008301,167394600
2019-05-16,3940.000000,3990.000000,3820.000000,3860.000000,3199.145020,144094800
2019-05-17,3910.000000,3910.000000,3770.000000,3790.000000,3141.129150,155199000
2019-05-20,3800.000000,3850.000000,3660.000000,3750.000000,3107.977539,165275800
2019-05-21,3800.000000,3840.000000,3710.000000,3750.000000,3107.977539,206532500
2019-05-22,3710.000000,3830.000000,3710.000000,3770.000000,3124.553467,118633800
2019-05-23,3820.000000,3890.000000,3800.000000,3850.000000,3190.856689,209226900
2019-05-24,3780.000000,3930.000000,3770.000000,3850.000000,3293.649658,150398400
2019-05-27,3900.000000,3970.000000,3860.000000,3920.000000,3353.534424,123578400
2019-05-28,3930.000000,3950.000000,3810.000000,3810.000000,3259.429932,376621800
2019-05-29,3890.000000,3950.000000,3860.000000,3940.000000,3370.644043,139713200
2019-05-30,3940.000000,3940.000000,3940.000000,3940.000000,3370.644043,0
2019-05-31,3990.000000,4120.000000,3980.000000,4100.000000,3507.522949,261104200
2019-06-03,4100.000000,4100.000000,4100.000000,4100.000000,3507.522949,0
2019-06-04,4100.000000,4100.000000,4100.000000,4100.000000,3507.522949,0
2019-06-05,4100.000000,4100.000000,4100.000000,4100.000000,3507.522949,0
2019-06-06,4100.000000,4100.000000,4100.000000,4100.000000,3507.522949,0
2019-06-07,4100.000000,4100.000000,4100.000000,4100.000000,3507.522949,0
2019-06-10,4220.000000,4270.000000,4200.000000,4230.000000,3618.737305,196745300
2019-06-11,4250.000000,4250.000000,4150.000000,4230.000000,3618.737305,116270900
2019-06-12,4170.000000,4210.000000,4170.000000,4210.000000,3601.627441,92904100
2019-06-13,4250.000000,4250.000000,4180.000000,4200.000000,3593.072510,116825700
2019-06-14,4170.000000,4240.000000,4170.000000,4230.000000,3618.737305,72298800
2019-06-17,4250.000000,4250.000000,4200.000000,4200.000000,3593.072510,55193600
2019-06-18,4180.000000,4260.000000,4180.000000,4260.000000,3644.402100,158342200
2019-06-19,null,null,null,null,null,null
2019-06-20,4330.000000,4330.000000,4280.000000,4310.000000,3687.176514,107715700
2019-06-21,4290.000000,4360.000000,4260.000000,4360.000000,3729.951172,170191100
2019-06-24,4310.000000,4350.000000,4290.000000,4310.000000,3687.176514,82569600
2019-06-25,4350.000000,4350.000000,4290.000000,4330.000000,3704.286621,59456000
2019-06-26,4330.000000,4370.000000,4320.000000,4360.000000,3729.951172,102850200
2019-06-27,4380.000000,4390.000000,4350.000000,4380.000000,3747.061523,81746600
2019-06-28,4370.000000,4400.000000,4350.000000,4360.000000,3729.951172,102580700
2019-07-01,4400.000000,4420.000000,4380.000000,4420.000000,3781.280518,104844900
2019-07-02,4420.000000,4420.000000,4360.000000,4410.000000,3772.726074,134440200
2019-07-03,4390.000000,4420.000000,4360.000000,4400.000000,3764.170898,74371900
2019-07-04,4360.000000,4400.000000,4360.000000,4390.000000,3755.616455,38687900
2019-07-05,4420.000000,4420.000000,4380.000000,4400.000000,3764.170898,53771200
2019-07-08,4380.000000,4410.000000,4370.000000,4400.000000,3764.170898,46233200
2019-07-09,4370.000000,4410.000000,4370.000000,4410.000000,3772.726074,64718300
2019-07-10,4410.000000,4480.000000,4400.000000,4470.000000,3824.055176,80977700
2019-07-11,4490.000000,4540.000000,4480.000000,4510.000000,3858.275391,91416500
2019-07-12,4510.000000,4540.000000,4490.000000,4510.000000,3858.275391,64575400
2019-07-15,4540.000000,4560.000000,4520.000000,4530.000000,3875.385498,68954800
2019-07-16,4500.000000,4550.000000,4500.000000,4550.000000,3892.495361,84477400
2019-07-17,4520.000000,4550.000000,4500.000000,4520.000000,3866.829834,65303400
2019-07-18,4500.000000,4510.000000,4440.000000,4450.000000,3806.946045,77028200
2019-07-19,4450.000000,4490.000000,4440.000000,4480.000000,3832.610840,64335100
2019-07-22,4500.000000,4510.000000,4460.000000,4500.000000,3849.720703,41944400
2019-07-23,4500.000000,4500.000000,4470.000000,4490.000000,3841.165527,43317300
2019-07-24,4520.000000,4520.000000,4440.000000,4450.000000,3806.946045,53053100
2019-07-25,4470.000000,4480.000000,4450.000000,4460.000000,3815.500732,60404000
2019-07-26,4410.000000,4470.000000,4400.000000,4440.000000,3798.390381,77381500
2019-07-29,4480.000000,4480.000000,4440.000000,4460.000000,3815.500732,91877000
2019-07-30,4500.000000,4500.000000,4460.000000,4500.000000,3849.720703,68755800
2019-07-31,4500.000000,4510.000000,4450.000000,4480.000000,3832.610840,105834600
2019-08-01,4490.000000,4510.000000,4410.000000,4450.000000,3806.946045,143626600
2019-08-02,4400.000000,4470.000000,4390.000000,4450.000000,3806.946045,119342500
2019-08-05,4410.000000,4420.000000,4270.000000,4270.000000,3652.956787,150837200
2019-08-06,4100.000000,4210.000000,4020.000000,4100.000000,3507.522949,247636800
2019-08-07,4140.000000,4290.000000,4140.000000,4250.000000,3635.847168,146976400
2019-08-08,4250.000000,4320.000000,4250.000000,4290.000000,3670.066895,93336500
2019-08-09,4330.000000,4350.000000,4300.000000,4330.000000,3704.286621,82471300
2019-08-12,4380.000000,4380.000000,4290.000000,4300.000000,3678.621338,51057200
2019-08-13,4330.000000,4330.000000,4250.000000,4280.000000,3661.511719,80133600
2019-08-14,4330.000000,4350.000000,4310.000000,4330.000000,3704.286621,93273200
2019-08-15,4210.000000,4280.000000,4180.000000,4250.000000,3635.847168,115233200
2019-08-16,4250.000000,4260.000000,4200.000000,4210.000000,3601.627441,93606900
2019-08-19,4130.000000,4220.000000,4130.000000,4180.000000,3575.962402,60369000
2019-08-20,4180.000000,4200.000000,4090.000000,4100.000000,3507.522949,102619200
2019-08-21,4100.000000,4170.000000,4040.000000,4050.000000,3464.748535,84386400
2019-08-22,4060.000000,4140.000000,4000.000000,4070.000000,3481.858154,124079400
2019-08-23,4030.000000,4100.000000,4020.000000,4080.000000,3490.413086,58236900
2019-08-26,4020.000000,4070.000000,4000.000000,4070.000000,3481.858154,64788000
2019-08-27,4130.000000,4210.000000,4080.000000,4200.000000,3593.072510,178201800
2019-08-28,4220.000000,4240.000000,4190.000000,4190.000000,3584.517334,99957200
2019-08-29,4220.000000,4220.000000,4160.000000,4200.000000,3593.072510,68027100
2019-08-30,4190.000000,4270.000000,4120.000000,4270.000000,3652.956787,108998100
2019-09-02,4270.000000,4280.000000,4210.000000,4220.000000,3610.182129,68472900
2019-09-03,4180.000000,4270.000000,4130.000000,4150.000000,3550.297852,76155900
2019-09-04,4180.000000,4180.000000,4100.000000,4160.000000,3558.852783,76686000
2019-09-05,4220.000000,4230.000000,4180.000000,4220.000000,3610.182129,77131600
2019-09-06,4260.000000,4290.000000,4250.000000,4270.000000,3652.956787,114425200
2019-09-09,4290.000000,4290.000000,4170.000000,4170.000000,3567.407471,68317900
2019-09-10,4180.000000,4190.000000,4150.000000,4190.000000,3584.517334,69287000
2019-09-11,4150.000000,4260.000000,4150.000000,4250.000000,3635.847168,114308200
2019-09-12,4300.000000,4350.000000,4270.000000,4280.000000,3661.511719,87101400
2019-09-13,4320.000000,4320.000000,4280.000000,4310.000000,3687.176514,56092800
2019-09-16,4290.000000,4290.000000,4100.000000,4190.000000,3584.517334,132616600
2019-09-17,4160.000000,4250.000000,4130.000000,4250.000000,3635.847168,107125600
2019-09-18,4240.000000,4260.000000,4210.000000,4240.000000,3627.291992,76406800
2019-09-19,4200.000000,4230.000000,4200.000000,4220.000000,3610.182129,92108100
2019-09-20,4200.000000,4220.000000,4130.000000,4160.000000,3558.852783,217504200
2019-09-23,4160.000000,4200.000000,4160.000000,4180.000000,3575.962402,84900300
2019-09-24,4160.000000,4160.000000,4110.000000,4110.000000,3516.077881,95076200
2019-09-25,4070.000000,4120.000000,4020.000000,4080.000000,3490.413086,83155300
2019-09-26,4110.000000,4210.000000,4100.000000,4210.000000,3601.627441,80120800
2019-09-27,4210.000000,4210.000000,4160.000000,4180.000000,3575.962402,57666400
2019-09-30,4200.000000,4200.000000,4110.000000,4120.000000,3524.633057,76345500
2019-10-01,4120.000000,4130.000000,4070.000000,4070.000000,3481.858154,79550900
2019-10-02,4050.000000,4090.000000,3920.000000,3930.000000,3362.089111,166346200
2019-10-03,3870.000000,3890.000000,3810.000000,3810.000000,3259.429932,177625500
2019-10-04,3880.000000,3960.000000,3860.000000,3950.000000,3379.198975,93849800
2019-10-07,3970.000000,3990.000000,3860.000000,3900.000000,3336.424316,126705700
2019-10-08,3960.000000,3960.000000,3890.000000,3930.000000,3362.089111,119796000
2019-10-09,3950.000000,3990.000000,3920.000000,3960.000000,3387.753906,117832100
2019-10-10,3970.000000,3990.000000,3880.000000,3890.000000,3327.869385,107857100
2019-10-11,3950.000000,3960.000000,3910.000000,3920.000000,3353.534424,102206600
2019-10-14,3950.000000,3980.000000,3910.000000,3920.000000,3353.534424,109782800
2019-10-15,3970.000000,3970.000000,3890.000000,3940.000000,3370.644043,128090900
2019-10-16,3960.000000,3990.000000,3940.000000,3990.000000,3413.418701,82010000
2019-10-17,4000.000000,4050.000000,3990.000000,4050.000000,3464.748535,104547000
2019-10-18,4050.000000,4190.000000,4050.000000,4170.000000,3567.407471,103613400
2019-10-21,4170.000000,4190.000000,4110.000000,4120.000000,3524.633057,81121300
